uid,bdate,sex,city
50209452,25.3,1,64
384676537,,1,
430875625,24.1,1,33
277111670,,1,
470636249,,2,
467945533,,2,99
85284453,16.1,1,172
239483789,,2,
233199289,16.3,2,69
139335631,,2,
219943708,29.9,2,83
469193284,6.6.1997,1,0
277775230,8.3,1,4232353
469988076,,1,56
301544537,,1,144
46124971,,1,104
85773974,20.12.2000,1,0
199191,,1,
252031166,3.2.1987,2,462
405673729,,2,
467771144,,1,0
92408570,22.1,1,13992
49354562,,1,
281026498,8.5,1,2228
229844998,18.9.1969,1,1
470495384,,1,
369241875,,2,264
237390535,,2,0
90615620,,1,424
356409878,,2,
470131456,,2,0
423268620,2.8.1982,1,0
339600585,,2,
430157782,,2,
469679836,10.3.1987,1,280
413784396,,1,25
157786644,,2,
331852650,9.10,1,708
388674167,,1,
461845066,5.3.1988,2,1
118945809,4.3,2,1545
270628905,9.6.1990,1,73
85342550,2.6,1,1939322
96659273,,2,
192013524,25.4,2,1456
277385695,,1,
442511539,6.6.1999,1,2
452962638,,1,
306289777,,2,
466674912,,1,
63042967,30.1.1995,2,4241
277506270,,1,0
450774581,18.3.1986,2,0
448197586,,2,
470135364,19.11.1979,2,133
186752594,,1,
463527279,14.1.1991,2,1057
158419891,17.9.2001,1,280
467784061,,1,
447093282,,2,
11030257,27.6.1988,2,20
322303663,24.1.1992,1,243
470046896,20.6.1990,2,119
212893092,10.2.1999,1,41
155896908,,1,
458250405,,1,
469875015,17.6.1996,1,6923
201183407,,1,
136172261,,1,
310279315,11.3,1,99
230041818,,1,
464259685,,2,
63812,,1,
470111691,10.4.1998,2,1
82809446,,1,
278537479,,2,0
122222853,,1,
470162923,11.3.1994,1,22
166374494,8.11,2,22
342024565,,1,
151269495,9.1.1998,1,314
459176076,,1,
470146051,,1,
181756697,12.8.1989,2,0
273300893,,1,
196443623,24.9,1,0
352056520,13.1.1984,2,14
339032731,3.6.1986,2,110
404797523,16.2.1991,2,1
419424052,8.4.1991,2,0
55715629,,1,
442833984,6.7.1992,1,119
352109844,,1,
404826981,,1,0
453352087,,1,
75266194,,1,
321504658,,2,
241983130,3.3.2002,2,2
138328759,5.8.1995,1,21400
455046294,31.1,1,0
355851814,27.11,2,125
297642983,13.12,1,87
468854295,6.10.1996,1,0
230392733,29.12.1991,1,0
153485001,,1,
172152532,,1,1035601
157727852,11.6,1,0
319361497,,2,0
441013113,,2,0
392730199,,2,
469748073,24.4.1990,1,0
310506171,,2,
286596311,,1,
469989820,7.7.1988,1,0
468928587,25.6.1996,1,60
204352045,,1,7402
46066313,,2,
390095554,,2,169
15227775,,1,
227349485,,1,
349260588,,2,
311429573,,2,699
469942723,1.2.1998,2,0
383520572,,1,
391639352,5.2.1977,2,99
469438829,,2,0
103819760,26.10,2,148
441062358,,2,60
445321861,,1,
359194884,,1,
374570446,9.7.1986,2,105
177334798,,1,
109820850,9.3,2,0
469879075,1.1.1999,2,0
441767500,,1,37
292252081,,2,
211505275,3.2,2,0
303170813,,2,
9734429,,2,
446603406,,2,
205649934,4.7,2,2
6599895,,2,
105839225,,2,
269075361,29.7,2,55
44522861,18.5.1992,2,9761
418101087,,2,94
467745149,20.2.1997,2,0
191940727,22.7.1992,1,338
430809139,,2,0
166429312,25.4,2,92
423668953,9.3,2,0
196192617,10.1,1,0
107927534,20.2.1991,2,95
138831431,15.11.1993,2,87
468578963,,1,
58580454,16.12.1989,2,3589
468920839,,1,
427760194,,1,
428808447,6.7,2,1
427546648,2.12,2,7159
409891278,,2,
178428440,,1,345
386885506,8.4.1986,1,8271
424137007,19.2.1999,1,0
39901937,,2,
150787897,,2,
469734899,,2,0
197683074,28.3.1996,2,2
442019338,,2,
356456196,,1,
387811280,,1,
158963878,,2,
2811949,,2,1
356736710,,2,
442632085,,2,
59721417,,1,
389812933,,1,
457137136,,2,
373099422,9.5.1905,1,2722623
339916577,,1,
236607789,12.8.1994,1,292
259888093,,1,6913
299981174,,1,
371284984,,2,2
351306037,,1,
409956885,,2,
390514355,17.11.1981,1,2
404963190,,1,0
196477960,26.7.2003,2,1
103592229,,2,
273494500,17.12.1993,1,133
374064119,26.6.1991,2,11442
434507543,,1,0
451217673,10.9.1985,2,0
469622974,4.7.2001,2,1507386
431748618,5.5.1998,2,223
199522070,12.8.1988,2,1299
240228941,14.3.1983,2,123
426804973,25.10,2,72
369223997,28.5.1984,2,2001
162543506,13.6,1,0
396181623,,1,
469592952,8.5.1989,2,106
400900173,23.2,1,205
2170548,18.3,2,97
209436242,10.6,2,1961775
165705432,,2,
38127938,17.2,2,283
469580926,1.8.1989,1,0
222214634,,2,
21500166,25.1,1,1017
277113688,,2,
216226276,11.9.1997,2,1930
469212082,12.6.1988,2,0
444636200,,2,61
349300852,,2,
464354143,,2,0
462032354,,2,
466440816,,2,21050
264395989,13.11,2,59
214404765,,1,
469529249,1.3,1,0
469445480,,2,1
454251567,17.3.1992,2,0
164078985,,1,1112416
366660805,26.10.1977,2,158
289365494,21.1.1997,1,97
328291354,12.2.2003,2,2980
256616538,,1,5459
91248267,,1,
462614599,,2,
468558953,,1,
469428776,,2,
458919838,22.5,1,16289
7232615,,2,
256872623,11.9.1977,2,6676
247049141,,1,
125630091,,1,
189909031,,1,
198031580,,2,
308171752,3.8,1,1483
239626669,,2,60
165199570,10.6.1992,1,18791
404708469,,2,42
319376548,,2,
444814692,,1,0
225857674,24.1.1995,2,1
291300784,28.11,1,0
111198049,9.9,1,25
299501343,,1,119
465011200,23.4.1967,2,0
64076591,24.2,1,882
65264517,,1,49
312454456,,2,125
33410973,,2,
469376022,,1,
261451831,,2,1
237824139,,2,
405868363,,2,
344204191,,1,
339283741,6.6,1,14859
54393001,,2,
290467725,2.3.1987,2,57
327457108,,1,
235429637,1.5.1984,2,0
135848588,9.12.1982,2,314
38109618,,2,
29913191,20.1,2,1
424978748,17.2,1,0
456982119,,1,
166092323,2.3,2,157
441905685,24.2.1982,2,39
77512407,,2,
156076302,,2,
446736089,24.12.1983,2,0
431718315,,2,0
158062688,,2,
469356869,,1,
101574634,,2,
195517318,,1,
357440511,6.8.1993,2,56
382356767,,2,
236405015,16.6,2,2454
449415709,,1,
145755125,3.3,1,392
253110,,1,
433563810,17.11.2000,1,0
443736202,10.9.1995,2,0
153391250,5.6,2,314
442545329,,2,
414090953,25.12.1996,2,0
194261980,,2,
438789079,,2,
466946984,,2,
328170379,23.12.1996,2,1
390653017,,2,
29517582,9.8.1977,2,2
297638734,16.10.1998,2,1154729
88768203,17.7,1,1
431615694,,1,
258711213,,2,21657
168000592,11.3,1,37
361193985,15.9,1,14
255902632,,2,
275965466,,2,
338486880,,2,
114264392,16.7.1993,2,2568
420416959,,1,0
189958522,,2,
39071727,,1,
425425352,,1,0
467682720,1.4.1990,2,41
455763772,,1,
217446920,,2,0
379409520,2.7.1980,2,25
292895635,10.7,1,70
146874021,23.4.1981,2,110
138720436,,1,
306028049,14.9.1995,2,0
448244277,19.7.1992,2,0
431409556,16.5.2000,2,158
227245537,,2,
456653242,,2,0
22211201,6.10.1993,1,42
419602608,26.9.1994,1,73
422081065,10.6.1990,1,1
367404298,23.6,2,158
432288971,,2,
367721110,2.11,2,73
326597302,,2,99
346383268,,2,99
467005112,,2,
9153569,3.5,1,146
269671786,,2,
443291563,,1,0
447577064,,1,
283759967,11.7,2,9664
316520350,23.2.1988,1,98
112827255,,2,1042514
180286778,1.1.1989,2,72
351701220,,1,
423633782,,2,
132155382,8.12.1984,2,9254
228537896,20.5.1988,1,1
139965215,15.5.1984,2,104
423372096,5.5,1,72
32831853,,2,
273299295,,1,
421611830,,1,
132735940,4.10,2,2
378622469,,1,
261019316,3.5,2,96
79642392,29.12.1986,2,21713
347595582,,2,163
99830389,,2,
183132537,12.5,1,150
170663991,,1,
186876060,,1,
43226925,,2,
178125415,,1,
356368232,30.10.1997,1,99
131920832,10.10,1,99
465657881,3.3,2,2
412870188,3.2.2000,2,1
140244623,22.2.1987,1,66
38000021,,2,
53636775,18.6.1989,1,3243
250876076,,1,98
377966301,1.2.1905,1,22
8744481,,2,
135586089,,1,
97286651,2.10,2,2
160118642,,2,
25186609,,1,
176801039,,2,
233987958,,2,73
168968328,,2,
29887883,,2,
88419951,4.8,2,27
452786337,28.9.1990,2,0
377217047,14.10.1984,2,0
400548154,8.6.1990,2,516
464869301,12.6.1977,1,2
144427977,18.4,2,41
152632320,,2,
153738338,,1,
397832188,,1,
451110960,,1,
431018382,12.11.1999,2,1096
435760624,7.11.1988,2,1
164430185,28.6.2000,2,106
346442811,11.10.1995,2,60
460108262,17.4.2003,2,0
326086164,3.2.1991,2,57
31769942,,1,
17952525,25.8.1992,2,628
362822228,9.2,2,314
247736067,,2,
237756482,25.11,1,57
161043537,6.6.1993,1,0
159771510,,2,
98499766,12.10.1993,2,25
289039212,,2,1
100982880,,2,
405824377,13.11.2000,2,528
419371507,,2,
372145894,8.1,1,0
186478885,11.1.1986,2,60
319426685,,1,
201974952,,1,
636370,,1,
384219933,,1,
355505108,15.6.1993,2,0
409547527,1.3.1990,1,95
240073735,3.3.2000,2,23
400802085,,2,58
189493598,25.3.1995,2,2000911
466905207,,2,
451859911,,1,
438775180,,2,
439840631,10.4.1997,1,0
207490603,16.11.1992,2,72
37562681,,2,
181450248,,2,
450846786,24.12,2,1186
267860449,10.9.1980,2,49
294745764,9.6.1992,2,281
335913041,9.9.1961,2,244
459236078,13.2.2003,1,0
198063823,,1,
14772803,,2,105
93208386,,2,280
90233937,,2,
413447774,22.11.1997,1,1
9092586,,1,
442027731,,1,
454032412,26.4.2001,1,72
468946403,,1,2722592
410842197,,1,0
56741810,,2,
229732185,,2,
147787052,,1,
345927620,,2,
239644085,17.11.1993,2,2131
422956709,16.8,2,2
98081268,5.7,2,147
440441138,19.2.1993,2,151
36274479,,1,
304439368,,2,
438630165,8.7.1977,2,0
388892600,,2,
135002252,,2,
399569959,4.11.1996,1,119
222730022,,2,
424914074,,1,
198259998,9.5.1991,2,284
33279274,3.7,1,62
285270306,,2,153
303023739,14.7.1997,1,153
209886871,,2,
376676085,,2,
118924044,,2,282
347317803,,1,
463889885,4.2.1978,1,0
405237995,26.11.1999,2,0
13249129,16.5.1991,1,32
462415590,,2,
336997956,24.7.1995,1,147
361529220,5.12.1988,2,49
5413777,,1,
262011731,,2,
465945487,,2,
215853116,,2,
333974322,,1,
445213673,,1,
435005511,,2,0
367023642,25.12.1996,2,183
456122584,13.9,2,848
204611607,,2,
369226601,,2,
20516664,17.7.1985,2,163
396830846,,2,0
419041372,2.8,2,0
317208883,,1,72
436684003,,2,
323868354,,2,
29534344,20.10,1,321
432204037,,2,
239319132,24.12,2,37
388992636,,2,
468915689,5.5.1985,2,2
410090606,20.6.2002,1,589
219490924,,2,
312963720,16.11.1988,1,9594
442297674,,2,
270563212,,2,
328605284,23.6.1988,2,158
203008905,17.1,1,57
410693549,,2,
27803804,,2,
24340575,,2,
447070956,,2,0
203372234,,2,
263958763,,2,
214959080,,1,
53864649,6.8,2,1516109
287385388,16.1,2,0
332215744,,1,149
177946557,,2,
268315069,18.1.2001,2,1925340
270631180,23.4.1993,2,1
303959752,23.8.2000,1,99
390412721,,1,
145707440,,1,
233945169,3.3,2,56
159854948,2.4,2,1
459578998,,1,505
334261696,,2,
255352796,31.5.2001,2,3685
295652254,,1,
138872780,26.8.1988,2,56
328854222,,1,
374153960,14.1,1,49
374678464,,2,0
217751510,,1,354
260231899,,2,
71926719,,2,
162947701,28.9.1999,2,374
443823118,,2,
161686023,5.5.1992,1,2228
118741018,,2,
368447043,9.3.1995,2,123
340532505,,2,0
138151768,,1,
360426823,,1,0
26983478,22.7.1993,1,859
43365989,2.5,2,18759
221431931,19.11,2,763
247620608,8.4.1992,2,13832
390098679,9.8,2,97
414656486,22.1.1996,1,144
256614720,2.3,1,143
180049804,,2,106
399738386,26.7.2000,2,74
102451132,,1,
352532141,26.5.1989,2,8
430384350,25.5.1995,2,1710959
444599131,,1,
354334023,12.5,2,621
315432457,2.12,1,49
456503778,,2,
40433242,,2,
423593921,,1,104
392128264,21.9.2000,1,1456
444149334,26.8,2,25
410942698,,2,
376066908,3.7,1,135
19151024,3.5.1979,2,13361
451442495,28.5.1999,2,2583
66940370,1.1.1996,2,1
449144983,,2,
289925478,,2,
146611771,,1,
85093693,26.6,1,2
361531440,9.12,2,0
323642068,,2,
386244287,22.3.2000,1,146
368014012,13.1.1991,2,857
45698529,,2,
190463610,,2,
438857977,19.6.2000,1,223
279270731,,2,
321084635,,2,
237797191,,2,
12718271,,2,
124476221,,2,
63881577,17.3.1984,2,281
423714490,6.12.1991,2,121
223459889,4.11.1995,2,1
231160439,,2,
441033675,18.7,1,37
287007255,14.9,2,2
462851951,5.9.1982,2,0
444363223,,1,
461870858,,2,
35298577,,1,
166554184,23.1,2,37
343733048,,2,
238843546,4.3.1997,2,1
367697278,1.5,1,0
234180307,,2,
468547604,,2,
399771935,,2,
134756817,25.10.1995,2,1315
461732121,5.7.1998,1,0
437327349,12.5.1996,2,2
456062866,14.2.1999,1,0
458674445,,2,0
417508736,28.6.2000,2,106
279228021,6.5,1,1036671
313233420,,1,
443534612,,2,0
313435251,,1,
384943470,,2,
322388118,,2,
430428978,18.9,1,264
465464030,1.2.1990,1,627
217562344,,2,
455794774,1.2.2003,2,1972637
458845657,,1,0
207861855,29.8.1986,2,1526
236375874,,2,
468582404,,2,
379767883,30.4,2,101
468539757,5.4.1988,1,0
220250542,,1,0
302048863,11.8.1986,2,49
429473284,,1,
134768902,23.6,1,82
189178151,30.12,2,42
348794871,23.2,2,1660
468415888,,1,
468473943,,1,
97665341,1.12,2,14113
464147903,,2,0
455582751,,1,
183524806,5.2.1994,2,1032711
309121568,,1,
306508359,2.4.1993,2,110
321201989,,1,
442358424,2.8.1983,2,0
326522146,5.6,1,1
385204833,20.9.1992,1,0
52184074,9.2,1,104
42476789,5.12.1980,1,187
440019895,,2,
330389462,10.6,1,157
277944925,,1,
326069882,,1,0
170820085,,2,
288835469,,2,0
447880475,25.12.1999,2,1705919
338416943,3.2,1,0
149424629,,2,
296187304,,1,
467346062,1.6.1986,2,11083
390164220,17.6.1985,2,158
456294000,25.11.1998,2,110
139830008,,2,
373696850,19.11,2,132
444725986,,2,
465419520,3.3.1990,1,1
342082581,7.5.1977,1,1925340
383144436,,2,
468165487,1.2.1942,1,0
448523786,16.7.1986,2,0
416790990,,1,
430254205,,2,
466011326,1.5.1989,2,173
397168612,,2,1171
20393283,8.11,2,210
463254453,,2,0
93209186,,1,
81177096,1.6.1985,1,1057413
437918128,,2,146
300151,,1,
467697908,,2,
414851056,,1,
457168055,,1,
455580136,,1,
199812770,,2,
453464842,28.7.1992,1,3810
465199600,,2,
468017584,20.12.1993,1,1
13826749,,1,
237906324,,1,
467996887,8.4,2,0
239116919,,1,
298748250,29.4.1981,2,87
340743435,,1,
210583818,1.2.1993,1,22295
425713097,,1,
442385906,20.4,2,146
459368166,2.4.1988,1,158
467957107,,1,
393993789,14.8.1991,2,119
467929242,,2,
207264141,,2,
202454092,23.3.1995,2,1057
390323626,8.1.1992,2,0
467933766,3.6.1979,1,0
26564515,13.10.1929,2,136
466354329,,1,
463302531,,1,
461616686,,1,0
467724461,,2,0
418366008,,1,
465096603,30.8.1988,1,274
304961856,,1,
315293302,23.11.1982,1,12887
454159253,19.1.1987,1,1055710
330727723,,1,
312698488,,1,
174587595,,1,
306797860,,1,
363322603,3.3,2,2722454
358813297,21.12.1999,2,5428468
23395745,,1,
301278174,9.4.1992,1,169
315258718,,1,
467782076,12.6.1988,2,0
389714869,,2,
467835182,,1,
393447980,21.2,2,0
462507019,,1,
439191944,,1,147
337741052,,2,
139591483,,2,
228067751,18.8,1,72
438586864,,1,
238787521,2.4.1976,2,73
463676693,3.5.1977,1,1
464278956,22.8.1982,2,15732
376412689,27.3.1985,2,4705
451984047,29.1.1993,2,72
451076270,,1,
407846377,,2,
467707549,,2,0
193845339,20.2,1,2
148219249,,2,
204635429,5.3.1992,1,1002679
344179154,,1,
439833387,12.10.1982,1,0
13791572,,2,0
465292468,22.2.1999,2,0
137662107,10.7.1998,1,95
458738954,20.10.1991,2,2
464228397,,2,
467640191,5.12.1975,1,158
464115835,,1,
465902444,,1,
467566792,,2,
440785172,19.2.1992,2,0
457834197,,2,
317123034,,2,
309754060,,2,
278248013,28.10.1988,1,3836
71172223,27.11,1,0
446786250,,1,
200386528,27.1,1,158
41291848,18.7.1994,2,1
363066704,,1,
398501212,7.5.1990,2,0
434687927,25.2.1995,1,0
463207675,,1,0
401643650,,2,
243799522,29.10.1990,2,276
239674734,,1,87
440596115,,2,
41930115,,1,
228379839,9.7.1995,1,39
35174885,,1,
178451714,21.9.1975,1,22
441191524,,1,0
318403634,24.1,1,1
295927265,,1,
466565915,20.1.1981,1,110
467469047,,1,0
458273410,11.5.1992,1,0
375697096,,2,
416569416,,1,0
386749294,,2,
414406585,1.11.1980,2,87
174366468,21.10,1,0
378631740,,1,
467015805,6.10.1983,2,0
426096033,,2,0
379506515,,1,
325831260,,2,1
25373686,17.9,1,8
462132896,15.2.1990,2,0
185235235,,2,
217080351,,1,
452496543,,1,1113331
418604391,29.12.1980,2,82
425716303,,1,
467273439,,2,
133893295,,2,
467264832,,1,
162269598,,1,
189974087,15.5.1989,2,122
436533033,31.1.2000,2,49
467234102,26.5.1986,1,147
465231530,20.1.1980,2,0
464113404,,1,
323399022,23.2,2,158
139676902,,1,
381682969,,1,
467199830,1.5,1,0
466597519,27.2.2004,1,0
304172660,20.6.1990,1,2974
447571445,,1,
249649245,9.2,1,0
464112456,,1,
464111969,,1,
423317136,,2,
221299927,,2,
389533287,,2,
212256577,30.1,2,0
166304801,,2,0
450573994,23.6.1988,1,97
429020,,1,
424683729,3.7.1988,2,0
337179289,,2,
69433042,25.5.1998,1,2
466824924,14.2.1978,1,0
324851455,11.11.1996,1,2
137558706,10.3,1,1504340
132410237,18.11,1,49
466653355,,1,57
148193609,,1,
394312145,,2,0
442043964,,2,
231847618,,2,
315815657,,2,
146708931,27.2.1969,1,61
292266145,30.8.1990,2,122
403535887,,1,
392066808,7.12.1992,2,158
466903842,1.1.1991,2,2722530
466089232,,2,
466107493,16.5.1981,2,51
299091587,,1,
414478766,,2,0
448606760,5.4.1986,2,2
444057948,13.6.1993,1,110
458925559,25.2.2000,2,1
448341526,31.12.1973,2,0
466831987,1.5.1989,1,1
462319602,22.6.1941,1,0
465716294,,1,
251400858,6.12,2,1906578
465964957,,2,377
461696710,,2,
389086335,,2,0
152543010,24.9.1986,1,95
464931080,30.7.1986,1,628
466732897,,2,0
415281582,,2,85
466212883,30.6,2,1937764
279940952,,1,
465425180,4.3.1998,1,0
169733362,2.10.1987,2,545
455512264,,1,
334444371,,2,
437289707,,1,0
348470426,23.3.1994,1,2856
201723288,,2,
268531966,,1,123
252810903,,2,
22108686,,2,
466312024,5.8.1941,2,0
450905725,28.5.1979,2,151
311960228,14.11.1978,2,19094
147789774,,1,270
13021051,,1,
249276302,21.8.1984,1,1501999
360450459,9.9,2,2
103505000,,1,
370803554,,2,
285481756,,2,
405251911,9.6,2,10833
348199191,15.12.1996,2,34
372452783,,2,5622
462673420,10.5,2,668
343213015,21.1.1989,2,1
419172803,31.8.1902,1,2
195029851,1.11,1,64
299684769,4.5.1983,2,1
166673991,21.3,2,1
396030214,,2,
14325410,22.11,1,119
466501634,,2,0
466469663,27.3.1988,2,0
466052612,21.11.1963,1,0
247312438,,2,
208663207,23.5.1993,2,899
347090163,13.8.1991,2,69
342352808,25.8,2,899
248919522,,2,4693778
270909344,7.7.1980,2,920
466408707,17.6.1995,1,0
452361543,21.12.1988,1,0
466267707,1.9.1990,1,0
412593143,,1,
328768210,9.5,2,119
451793303,13.2.1987,1,292
82270149,,1,
134139436,,1,
454907589,,2,
368048973,,2,
405702586,,2,
291095303,5.6.1990,2,60
186484002,22.3.1988,1,2
406366354,,2,0
434540249,14.9.1992,2,0
339453804,1.1.1990,1,41
462936347,18.3.1994,1,4425
237886728,20.3.1986,1,12601
457617427,27.9.1991,2,1156182
443028104,4.2.2001,2,147
437872132,,2,87
466217815,,1,1245
458897341,14.7,1,141
446231728,18.7.2002,2,97
432907645,,2,
429386688,,1,0
466191245,9.7.1999,2,0
58243823,,1,
359026437,25.9,1,119
312045378,,2,
277910994,14.11.1984,2,0
31023176,3.8,1,8
259145182,4.4.1986,1,95
466161405,4.9.1994,1,0
359335534,20.8.1997,2,1355
466046870,7.2,2,709
465719633,,1,
120267360,,1,
141340722,,1,
165611248,15.10,2,55
458539141,5.8.1992,2,0
460544801,,2,403
154596970,,2,1113959
465959555,1.2.1991,2,1127825
454129923,6.10.1989,2,0
400906887,,1,
171733344,7.11.1992,2,1355
59349502,,1,
46447846,20.5,1,97
387304266,,2,
349730953,,2,0
448867356,,1,0
465183202,2.1.1991,1,1122310
460026476,,2,
267890991,19.3,2,0
245517838,,1,
335245096,28.9,2,158
297143963,,1,146
37022690,6.6,1,2
186832736,,2,
404734372,,2,4640873
465941570,,2,
433331628,19.2,2,0
167193908,,2,
383690127,,1,148
162561903,,1,
465908638,,2,
445320867,24.9,2,182
465830609,,1,
464755030,,1,
382735953,,2,
462637990,,2,
153197816,19.7.1992,2,282
455658051,13.5,2,151
432983893,19.3,1,11
107809038,23.12,1,125
280821670,3.4,2,1017
343742012,,1,
318349499,,1,2
246800334,24.4.1999,2,71
5212247,22.9,2,122
74755111,,1,
464984338,13.7.1989,1,99
325826976,,2,0
462699042,8.9.1985,2,119
465693294,,1,
238404748,,1,
464912239,9.11.1989,2,282
195477641,,1,
465665707,3.5.1979,1,123
465666104,11.4.1992,1,1
463456198,7.1.1997,1,8
427546570,9.5,1,0
465382156,,1,
299434517,14.4,2,37
331446124,,1,
444939501,17.12.1979,2,119
318965343,13.5.1997,2,4698147
413099335,10.6,1,0
463135609,16.1.1979,1,2
114152206,4.1.1997,2,158
465532698,,1,
460576842,,2,
464598352,,1,
213703401,,1,
179697880,,1,5835
339250768,25.7,2,110
347459249,17.5.1990,2,6222
465414752,4.8.2004,1,0
462790786,5.11.1988,2,119
465403237,8.9.1985,2,22293
445310974,28.2,2,56
211688268,9.3,1,154
136837573,,2,
134833455,,2,403
462528404,12.12.2001,1,0
409349014,26.10.1986,2,0
324292929,,1,0
464041289,,2,1950345
196327628,,1,163
262131112,,2,0
157840269,,2,
465221979,27.1.1994,2,41
392041565,,2,
444434040,,2,
284923816,13.4.1982,1,112
85427145,,1,
465159234,,2,0
309023243,,2,
382761530,1.8.1997,1,17
461876614,16.2.1981,2,0
176092129,,1,
394789035,,1,
213959535,,2,
362198319,,2,0
358749038,15.12.1996,2,1
330832171,,2,119
85383409,,2,
228493151,,2,
293390399,21.11.1980,1,668
368605687,,2,
464921291,11.5.1984,2,1
221199684,2.12,1,74
248708503,,1,
259516744,,1,
464742758,,2,
446940539,,2,0
456306266,,2,
247968655,,1,
451098885,20.8,1,110
154762529,15.2.1992,1,0
325398565,22.7.1999,2,57
464795549,4.7.1992,2,125
228212538,,2,
460601840,,2,
297029323,,2,
198184408,,1,
345339532,,2,
174632473,,1,
359105138,,1,0
414757945,17.12.1991,1,88
378323728,1.2.1980,2,1
337376269,,1,
456866791,,2,95
25431894,,1,
453050193,19.3.1990,2,1713669
464490186,,2,147
67526225,,2,60
388753395,,2,
433897028,,1,
432132587,20.1.1981,1,110
136804402,3.7.1992,1,82
401685458,,2,1469
319574342,,2,110
189225037,2.7,2,12045
419584018,,2,
411107733,28.4,1,0
233949581,,2,
449377964,,2,
24601471,,2,
459183275,21.10.1990,1,106
443124820,17.7.1997,2,0
442022683,16.11.1992,2,1901501
255614911,,2,
461850089,9.11.1996,2,718
360800495,1.10.1986,2,1
355426161,,1,102
407159927,14.8,2,0
445640048,20.3.1990,2,0
456322351,,2,19
464241515,,1,0
464269577,,1,
396201662,10.3,2,151
455351935,24.2,1,0
265310295,1.1.1982,2,1516454
66777350,,2,
464222791,,1,
463839945,,2,
17812410,18.5.1987,1,1057413
152536338,,1,0
212622537,,1,
402353348,,1,
231441094,23.5.1981,2,652
18606238,30.8,1,1
464153997,,1,
54385461,,1,240
385966174,,1,
274398218,,2,
148675098,,2,
24946940,22.3.1993,1,146
463379423,9.3.1990,1,138
398114714,31.10.1988,1,219
464091649,10.2.1988,2,0
413737445,16.3.1979,2,1056944
96194580,,1,392
402453266,4.10.1983,2,3193
271912624,26.8.1999,2,1573
410696041,,1,
45033125,,2,
423298965,,1,
396722821,6.5.1985,2,916
390293306,10.6.1989,2,106
112299445,30.11,1,66
265645323,24.2,1,1
371526080,,2,
313834398,,1,
300943023,8.7.1996,1,1462
51878700,,1,
289994720,,1,
272588698,,1,
438781307,11.5.1983,2,0
409241757,,2,
377835050,9.10.1979,2,0
336127963,3.2.1986,2,916
39306401,,2,
413589110,,1,
456191718,1.1.1976,2,0
275281324,,2,
11330137,14.11,1,0
274888852,17.11.1979,1,0
286340390,,1,
17430192,,1,
463803946,,2,
429689152,,2,1519
139868710,,1,
281884501,,2,130
433947194,22.2,1,119
463729506,25.12.1986,1,2
332662016,12.9.1990,2,110
422096760,25.4,1,1559
347562773,,1,123
160773515,,2,
392931463,7.2.1996,1,123
